Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-byid-molecularsequences-xml,1,1,0
Cross.list-simple-byid-namingsystems,1,0,0
Cross.list-simple-byid-namingsystems-json,1,1,0
Cross.list-simple-byid-namingsystems-xml,1,1,0
Cross.list-simple-byid-nutritionintakes,1,0,0
Cross.list-simple-byid-nutritionintakes-json,1,0,0
Cross.list-simple-byid-nutritionintakes-xml,1,1,0
Cross.list-simple-byid-nutritionorders,1,0,0
Cross.list-simple-byid-nutritionorders-json,1,0,0
Cross.list-simple-byid-nutritionorders-xml,1,1,0
Cross.list-simple-byid-nutritionproducts,1,0,0
Cross.list-simple-byid-nutritionproducts-json,1,1,0
Cross.list-simple-byid-nutritionproducts-xml,1,1,0
Cross.list-simple-byid-observationdefinitions,1,0,0
Cross.list-simple-byid-observationdefinitions-json,1,0,0
Cross.list-simple-byid-observationdefinitions-xml,1,0,0
Cross.list-simple-byid-observations,1,0,0
Cross.list-simple-byid-observations-json,1,0,0
Cross.list-simple-byid-observations-xml,1,1,0
Cross.list-simple-byid-operationdefinitions,1,0,0
Cross.list-simple-byid-operationdefinitions-json,1,1,0
Cross.list-simple-byid-operationdefinitions-xml,1,1,0
Cross.list-simple-byid-operationoutcomes,1,0,0
Cross.list-simple-byid-operationoutcomes-json,1,0,0
Cross.list-simple-byid-operationoutcomes-xml,1,1,0
Cross.list-simple-byid-organizationaffiliations,1,1,0
Cross.list-simple-byid-organizationaffiliations-json,1,1,0
Cross.list-simple-byid-organizationaffiliations-xml,1,1,0
Cross.list-simple-byid-organizations,1,0,0
Cross.list-simple-byid-organizations-json,1,1,0
Cross.list-simple-byid-organizations-xml,1,1,0
Cross.list-simple-byid-packagedproductdefinitions,1,1,0
Cross.list-simple-byid-packagedproductdefinitions-json,1,1,0
Cross.list-simple-byid-packagedproductdefinitions-xml,1,1,0
Cross.list-simple-byid-parameters,1,0,0
Cross.list-simple-byid-parameters-json,1,0,0
Cross.list-simple-byid-parameters-xml,1,0,0
Cross.list-simple-byid-patients,1,0,0
Cross.list-simple-byid-patients-json,1,0,0
Cross.list-simple-byid-patients-xml,1,1,0
Cross.list-simple-byid-paymentnotices,1,0,0
Cross.list-simple-byid-paymentnotices-json,1,0,0
Cross.list-simple-byid-paymentnotices-xml,1,0,0
Cross.list-simple-byid-paymentreconciliations,1,0,0
Cross.list-simple-byid-paymentreconciliations-json,1,1,0
Cross.list-simple-byid-paymentreconciliations-xml,1,1,0
Cross.list-simple-byid-people,1,1,0
Cross.list-simple-byid-people-json,1,1,0
Cross.list-simple-byid-people-xml,1,1,0
Cross.list-simple-byid-permissions,1,0,0
Cross.list-simple-byid-permissions-json,1,1,0
Cross.list-simple-byid-permissions-xml,1,1,0
Cross.list-simple-byid-plandefinitions,1,0,0
Cross.list-simple-byid-plandefinitions-json,1,0,0
Cross.list-simple-byid-plandefinitions-xml,1,0,0
Cross.list-simple-byid-practitionerroles,1,0,0
Cross.list-simple-byid-practitionerroles-json,1,0,0
Cross.list-simple-byid-practitionerroles-xml,1,0,0
Cross.list-simple-byid-practitioners,1,0,0
Cross.list-simple-byid-practitioners-json,1,1,0
Cross.list-simple-byid-practitioners-xml,1,1,0
Cross.list-simple-byid-procedures,1,0,0
Cross.list-simple-byid-procedures-json,1,0,0
Cross.list-simple-byid-procedures-xml,1,0,0
Cross.list-simple-byid-provenances,1,0,0
Cross.list-simple-byid-provenances-json,1,1,0
Cross.list-simple-byid-provenances-xml,1,1,0
Cross.list-simple-byid-questionnaireresponses,1,0,0
Cross.list-simple-byid-questionnaireresponses-json,1,0,0
Cross.list-simple-byid-questionnaireresponses-xml,1,1,0
Cross.list-simple-byid-questionnaires,1,0,0
Cross.list-simple-byid-questionnaires-json,1,0,0
Cross.list-simple-byid-questionnaires-xml,1,2,0
Cross.list-simple-byid-regulatedauthorizations,1,1,0
Cross.list-simple-byid-regulatedauthorizations-json,1,1,0
Cross.list-simple-byid-regulatedauthorizations-xml,1,1,0
Cross.list-simple-byid-relatedpeople,1,0,0
Cross.list-simple-byid-relatedpeople-json,1,0,0
Cross.list-simple-byid-relatedpeople-xml,1,0,0
Cross.list-simple-byid-requestorchestrations,1,0,0
Cross.list-simple-byid-requestorchestrations-json,1,0,0
Cross.list-simple-byid-requestorchestrations-xml,1,0,0
Cross.list-simple-byid-requirements,1,0,0
Cross.list-simple-byid-requirements-json,1,1,0
Cross.list-simple-byid-requirements-xml,1,1,0
Cross.list-simple-byid-researchstudies,1,0,0
Cross.list-simple-byid-researchstudies-json,1,1,0
Cross.list-simple-byid-researchstudies-xml,1,1,0
Cross.list-simple-byid-researchsubjects,1,0,0
Cross.list-simple-byid-researchsubjects-json,1,0,0
Cross.list-simple-byid-researchsubjects-xml,1,1,0
Cross.list-simple-byid-resources,1,0,0
Cross.list-simple-byid-resources-json,1,0,0
Cross.list-simple-byid-resources-xml,1,1,0
Cross.list-simple-byid-riskassessments,1,1,0
Cross.list-simple-byid-riskassessments-json,1,1,0
Cross.list-simple-byid-riskassessments-xml,1,1,0
Cross.list-simple-byid-schedules,1,0,0
Cross.list-simple-byid-schedules-json,1,1,0
Cross.list-simple-byid-schedules-xml,1,1,0
Cross.list-simple-byid-searchparameters,1,0,0
Cross.list-simple-byid-searchparameters-json,1,0,0
Cross.list-simple-byid-searchparameters-xml,1,1,0
Cross.list-simple-byid-servicerequests,1,0,0
Cross.list-simple-byid-servicerequests-json,1,0,0
Cross.list-simple-byid-servicerequests-xml,1,1,0
Cross.list-simple-byid-slots,1,0,0
Cross.list-simple-byid-slots-json,1,0,0
Cross.list-simple-byid-slots-xml,1,1,0
Cross.list-simple-byid-specimen,1,1,0
Cross.list-simple-byid-specimen-json,1,1,0
Cross.list-simple-byid-specimen-xml,1,1,0
Cross.list-simple-byid-specimendefinitions,1,0,0
Cross.list-simple-byid-specimendefinitions-json,1,1,0
Cross.list-simple-byid-specimendefinitions-xml,1,1,0
Cross.list-simple-byid-structuredefinitions,1,8,13492
Cross.list-simple-byid-structuredefinitions-json,1,9,14237
Cross.list-simple-byid-structuredefinitions-xml,1,10,14088
Cross.list-simple-byid-structuremaps,1,1,0
Cross.list-simple-byid-structuremaps-json,1,1,0
Cross.list-simple-byid-structuremaps-xml,1,1,0
Cross.list-simple-byid-subscriptions,1,0,0
Cross.list-simple-byid-subscriptions-json,1,0,0
Cross.list-simple-byid-subscriptions-xml,1,1,0
Cross.list-simple-byid-subscriptionstatuses,1,0,0
Cross.list-simple-byid-subscriptionstatuses-json,1,0,0
Cross.list-simple-byid-subscriptionstatuses-xml,1,0,0
Cross.list-simple-byid-subscriptiontopics,1,0,0
Cross.list-simple-byid-subscriptiontopics-json,1,0,0
Cross.list-simple-byid-subscriptiontopics-xml,1,1,0
Cross.list-simple-byid-substancedefinitions,1,0,0
Cross.list-simple-byid-substancedefinitions-json,1,0,0
Cross.list-simple-byid-substancedefinitions-xml,1,0,0
Cross.list-simple-byid-substancenucleicacids,1,1,0
Cross.list-simple-byid-substancenucleicacids-json,1,1,0
Cross.list-simple-byid-substancenucleicacids-xml,1,1,0
Cross.list-simple-byid-substancepolymers,1,1,0
Cross.list-simple-byid-substancepolymers-json,1,1,0
Cross.list-simple-byid-substancepolymers-xml,1,1,0
Cross.list-simple-byid-substanceproteins,1,0,0
Cross.list-simple-byid-substanceproteins-json,1,0,0
Cross.list-simple-byid-substanceproteins-xml,1,1,0
Cross.list-simple-byid-substancereferenceinformations,1,0,0
Cross.list-simple-byid-substancereferenceinformations-json,1,1,0
Cross.list-simple-byid-substancereferenceinformations-xml,1,1,0
Cross.list-simple-byid-substances,1,0,0
Cross.list-simple-byid-substances-json,1,0,0
Cross.list-simple-byid-substances-xml,1,1,0
Cross.list-simple-byid-substancesourcematerials,1,0,0
Cross.list-simple-byid-substancesourcematerials-json,1,0,0
Cross.list-simple-byid-substancesourcematerials-xml,1,0,0
Cross.list-simple-byid-supplydeliveries,1,0,0
Cross.list-simple-byid-supplydeliveries-json,1,0,0
Cross.list-simple-byid-supplydeliveries-xml,1,0,0
Cross.list-simple-byid-supplyrequests,1,0,0
Cross.list-simple-byid-supplyrequests-json,1,2,0
Cross.list-simple-byid-supplyrequests-xml,1,2,0
Cross.list-simple-byid-tasks,1,0,0
Cross.list-simple-byid-tasks-json,1,1,0
Cross.list-simple-byid-tasks-xml,1,2,0
Cross.list-simple-byid-terminologycapabilities,1,0,0
Cross.list-simple-byid-terminologycapabilities-json,1,0,0
Cross.list-simple-byid-terminologycapabilities-xml,1,0,0
Cross.list-simple-byid-testplans,1,0,0
Cross.list-simple-byid-testplans-json,1,1,0
Cross.list-simple-byid-testplans-xml,1,2,0
Cross.list-simple-byid-testreports,1,1,0
Cross.list-simple-byid-testreports-json,1,1,0
Cross.list-simple-byid-testreports-xml,1,1,0
Cross.list-simple-byid-testscripts,1,0,0
Cross.list-simple-byid-testscripts-json,1,0,0
Cross.list-simple-byid-testscripts-xml,1,1,0
Cross.list-simple-byid-transports,1,0,0
Cross.list-simple-byid-transports-json,1,1,0
Cross.list-simple-byid-transports-xml,1,1,0
Cross.list-simple-byid-valuesets,1,2,1992
Cross.list-simple-byid-valuesets-json,1,3,2117
Cross.list-simple-byid-valuesets-xml,1,5,2092
Cross.list-simple-byid-verificationresults,1,0,0
Cross.list-simple-byid-verificationresults-json,1,0,0
Cross.list-simple-byid-verificationresults-xml,1,1,0
Cross.list-simple-byid-visionprescriptions,1,1,0
Cross.list-simple-byid-visionprescriptions-json,1,1,0
Cross.list-simple-byid-visionprescriptions-xml,1,1,0
Cross.list-simple-canonicalresources,1,0,0
Cross.list-simple-canonicalresources-json,1,0,0
Cross.list-simple-canonicalresources-xml,1,1,0
Cross.list-simple-capabilitystatements,1,0,0
Cross.list-simple-capabilitystatements-json,1,1,0
Cross.list-simple-capabilitystatements-xml,1,1,0
Cross.list-simple-careplans,1,0,0
Cross.list-simple-careplans-json,1,0,0
Cross.list-simple-careplans-xml,1,0,0
Cross.list-simple-careteams,1,0,0
Cross.list-simple-careteams-json,1,0,0
Cross.list-simple-careteams-xml,1,1,0
Cross.list-simple-chargeitemdefinitions,1,0,0
Cross.list-simple-chargeitemdefinitions-json,1,0,0
Cross.list-simple-chargeitemdefinitions-xml,1,0,0
Cross.list-simple-chargeitems,1,0,0
Cross.list-simple-chargeitems-json,1,1,0
Cross.list-simple-chargeitems-xml,1,1,0
Cross.list-simple-citations,1,0,0
Cross.list-simple-citations-json,1,1,0
Cross.list-simple-citations-xml,1,1,0
Cross.list-simple-claimresponses,1,0,0
Cross.list-simple-claimresponses-json,1,0,0
Cross.list-simple-claimresponses-xml,1,0,0
Cross.list-simple-claims,1,1,0
Cross.list-simple-claims-json,1,1,0
Cross.list-simple-claims-xml,1,1,0
Cross.list-simple-clinicalimpressions,1,1,0
Cross.list-simple-clinicalimpressions-json,1,1,0
Cross.list-simple-clinicalimpressions-xml,1,1,0
Cross.list-simple-clinicalusedefinitions,1,0,0
Cross.list-simple-clinicalusedefinitions-json,1,0,0
Cross.list-simple-clinicalusedefinitions-xml,1,1,0
Cross.list-simple-codesystems,1,0,189
Cross.list-simple-codesystems-json,1,1,199
Cross.list-simple-codesystems-xml,1,1,197
Cross.list-simple-communicationrequests,1,0,0
Cross.list-simple-communicationrequests-json,1,0,0
Cross.list-simple-communicationrequests-xml,1,0,0
Cross.list-simple-communications,1,0,0
Cross.list-simple-communications-json,1,0,0
Cross.list-simple-communications-xml,1,1,0
Cross.list-simple-compartmentdefinitions,1,0,0
Cross.list-simple-compartmentdefinitions-json,1,0,0
Cross.list-simple-compartmentdefinitions-xml,1,1,0
Cross.list-simple-compositions,1,1,0
Cross.list-simple-compositions-json,1,1,0
Cross.list-simple-compositions-xml,1,1,0
Cross.list-simple-conceptmaps,1,0,0
Cross.list-simple-conceptmaps-json,1,0,0
Cross.list-simple-conceptmaps-xml,1,0,0
Cross.list-simple-conditiondefinitions,1,0,0
Cross.list-simple-conditiondefinitions-json,1,0,0
Cross.list-simple-conditiondefinitions-xml,1,0,0
Cross.list-simple-conditions,1,0,0
Cross.list-simple-conditions-json,1,0,0
Cross.list-simple-conditions-xml,1,0,0
Cross.list-simple-consents,1,0,0
Cross.list-simple-consents-json,1,0,0
Cross.list-simple-consents-xml,1,1,0
Cross.list-simple-contracts,1,0,0
Cross.list-simple-contracts-json,1,0,0
Cross.list-simple-contracts-xml,1,0,0
Cross.list-simple-coverageeligibilityrequests,1,0,0
Cross.list-simple-coverageeligibilityrequests-json,1,0,0
Cross.list-simple-coverageeligibilityrequests-xml,1,0,0
Cross.list-simple-coverageeligibilityresponses,1,0,0
Cross.list-simple-coverageeligibilityresponses-json,1,1,0
Cross.list-simple-coverageeligibilityresponses-xml,1,1,0
Cross.list-simple-coverages,1,0,0
Cross.list-simple-coverages-json,1,0,0
Cross.list-simple-coverages-xml,1,0,0
Cross.list-simple-detectedissues,1,0,0
Cross.list-simple-detectedissues-json,1,0,0
Cross.list-simple-detectedissues-xml,1,0,0
Cross.list-simple-deviceassociations,1,0,0
Cross.list-simple-deviceassociations-json,1,0,0
Cross.list-simple-deviceassociations-xml,1,0,0
Cross.list-simple-devicedefinitions,1,0,0
Cross.list-simple-devicedefinitions-json,1,0,0
Cross.list-simple-devicedefinitions-xml,1,1,0
Cross.list-simple-devicedispenses,1,0,0
Cross.list-simple-devicedispenses-json,1,1,0
Cross.list-simple-devicedispenses-xml,1,1,0
Cross.list-simple-devicemetrics,1,1,0
Cross.list-simple-devicemetrics-json,1,1,0
Cross.list-simple-devicemetrics-xml,1,1,0
Cross.list-simple-devicerequests,1,0,0
Cross.list-simple-devicerequests-json,1,1,0
Cross.list-simple-devicerequests-xml,1,1,0
Cross.list-simple-devices,1,0,0
Cross.list-simple-devices-json,1,0,0
Cross.list-simple-devices-xml,1,0,0
Cross.list-simple-deviceusages,1,0,0
Cross.list-simple-deviceusages-json,1,1,0
Cross.list-simple-deviceusages-xml,1,1,0
Cross.list-simple-diagnosticreports,1,0,0
Cross.list-simple-diagnosticreports-json,1,0,0
Cross.list-simple-diagnosticreports-xml,1,1,0
Cross.list-simple-documentreferences,1,0,0
Cross.list-simple-documentreferences-json,1,1,0
Cross.list-simple-documentreferences-xml,1,1,0
Cross.list-simple-domainresources,1,0,0
Cross.list-simple-domainresources-json,1,0,0
Cross.list-simple-domainresources-xml,1,0,0
Cross.list-simple-encounterhistories,1,0,0
Cross.list-simple-encounterhistories-json,1,0,0
Cross.list-simple-encounterhistories-xml,1,0,0
Cross.list-simple-encounters,1,0,0
Cross.list-simple-encounters-json,1,0,0
Cross.list-simple-encounters-xml,1,0,0
Cross.list-simple-endpoints,1,1,0
Cross.list-simple-endpoints-json,1,1,0
Cross.list-simple-endpoints-xml,1,1,0
Cross.list-simple-enrollmentrequests,1,0,0
Cross.list-simple-enrollmentrequests-json,1,0,0
Cross.list-simple-enrollmentrequests-xml,1,0,0
Cross.list-simple-enrollmentresponses,1,0,0
Cross.list-simple-enrollmentresponses-json,1,0,0
Cross.list-simple-enrollmentresponses-xml,1,1,0
Cross.list-simple-episodeofcares,1,0,0
Cross.list-simple-episodeofcares-json,1,0,0
Cross.list-simple-episodeofcares-xml,1,0,0
Cross.list-simple-eventdefinitions,1,0,0
Cross.list-simple-eventdefinitions-json,1,0,0
Cross.list-simple-eventdefinitions-xml,1,0,0
Cross.list-simple-evidencereports,1,0,0
Cross.list-simple-evidencereports-json,1,0,0
Cross.list-simple-evidencereports-xml,1,0,0
Cross.list-simple-evidences,1,0,0
Cross.list-simple-evidences-json,1,1,0
Cross.list-simple-evidences-xml,1,1,0
Cross.list-simple-evidencevariables,1,1,0
Cross.list-simple-evidencevariables-json,1,1,0
Cross.list-simple-evidencevariables-xml,1,1,0
Cross.list-simple-examplescenarios,1,0,0
Cross.list-simple-examplescenarios-json,1,0,0
Cross.list-simple-examplescenarios-xml,1,1,0
Cross.list-simple-explanationofbenefits,1,0,0
Cross.list-simple-explanationofbenefits-json,1,0,0
Cross.list-simple-explanationofbenefits-xml,1,0,0
Cross.list-simple-extensions,1,0,0
Cross.list-simple-extensions-mm,1,0,0
Cross.list-simple-familymemberhistories,1,0,0
Cross.list-simple-familymemberhistories-json,1,0,0
Cross.list-simple-familymemberhistories-xml,1,1,0
Cross.list-simple-flags,1,0,0
Cross.list-simple-flags-json,1,0,0
Cross.list-simple-flags-xml,1,0,0
Cross.list-simple-formularyitems,1,0,0
Cross.list-simple-formularyitems-json,1,0,0
Cross.list-simple-formularyitems-xml,1,0,0
Cross.list-simple-genomicstudies,1,0,0
Cross.list-simple-genomicstudies-json,1,0,0
Cross.list-simple-genomicstudies-xml,1,1,0
Cross.list-simple-goals,1,0,0
Cross.list-simple-goals-json,1,1,0
Cross.list-simple-goals-xml,1,1,0
Cross.list-simple-graphdefinitions,1,0,0
Cross.list-simple-graphdefinitions-json,1,0,0
Cross.list-simple-graphdefinitions-xml,1,0,0
Cross.list-simple-groups,1,0,0
Cross.list-simple-groups-json,1,1,0
Cross.list-simple-groups-xml,1,1,0
Cross.list-simple-guidanceresponses,1,0,0
Cross.list-simple-guidanceresponses-json,1,0,0
Cross.list-simple-guidanceresponses-xml,1,0,0
Cross.list-simple-healthcareservices,1,0,0
Cross.list-simple-healthcareservices-json,1,0,0
Cross.list-simple-healthcareservices-xml,1,1,0
Cross.list-simple-imagingselections,1,0,0
Cross.list-simple-imagingselections-json,1,1,0
Cross.list-simple-imagingselections-xml,1,1,0
Cross.list-simple-imagingstudies,1,0,0
Cross.list-simple-imagingstudies-json,1,0,0
Cross.list-simple-imagingstudies-xml,1,0,0
Cross.list-simple-immunizationevaluations,1,1,0
Cross.list-simple-immunizationevaluations-json,1,1,0
Cross.list-simple-immunizationevaluations-xml,1,1,0
Cross.list-simple-immunizationrecommendations,1,0,0
Cross.list-simple-immunizationrecommendations-json,1,0,0
Cross.list-simple-immunizationrecommendations-xml,1,1,0
Cross.list-simple-immunizations,1,0,0
Cross.list-simple-immunizations-json,1,0,0
Cross.list-simple-immunizations-xml,1,0,0
Cross.list-simple-implementationguides,1,1,67
Cross.list-simple-implementationguides-json,1,2,72
Cross.list-simple-implementationguides-xml,1,2,71
Cross.list-simple-ingredients,1,0,0
Cross.list-simple-ingredients-json,1,0,0
Cross.list-simple-ingredients-xml,1,0,0
Cross.list-simple-insuranceplans,1,0,0
Cross.list-simple-insuranceplans-json,1,1,0
Cross.list-simple-insuranceplans-xml,1,1,0
Cross.list-simple-inventoryitems,1,0,0
Cross.list-simple-inventoryitems-json,1,0,0
Cross.list-simple-inventoryitems-xml,1,1,0
Cross.list-simple-inventoryreports,1,0,0
Cross.list-simple-inventoryreports-json,1,0,0
Cross.list-simple-inventoryreports-xml,1,0,0
Cross.list-simple-invoices,1,0,0
Cross.list-simple-invoices-json,1,1,0
Cross.list-simple-invoices-xml,1,1,0
Cross.list-simple-libraries,1,0,0
Cross.list-simple-libraries-json,1,0,0
Cross.list-simple-libraries-xml,1,0,0
Cross.list-simple-linkages,1,1,0
Cross.list-simple-linkages-json,1,1,0
Cross.list-simple-linkages-xml,1,1,0
Cross.list-simple-lists,1,0,0
Cross.list-simple-lists-json,1,1,0
Cross.list-simple-lists-xml,1,1,0
Cross.list-simple-locations,1,0,0
Cross.list-simple-locations-json,1,0,0
Cross.list-simple-locations-xml,1,1,0
Cross.list-simple-logicals,1,3,12289
Cross.list-simple-logicals-mm,1,4,12289
Cross.list-simple-manufactureditemdefinitions,1,0,0
